City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Faya,SA,18.3851,42.4509,75.31,33,38,10.63,scattered clouds
462,Porto Novo,BJ,6.4965,2.6036,84.02,71,100,8.59,light rain
463,Labuhan,ID,-6.8844,112.2051,80.46,72,9,6.44,clear sky
464,Lagoa,PT,39.05,-27.9833,69.84,72,16,16.84,few clouds
465,Kandrian,PG,-6.2167,149.55,77.23,89,100,2.51,overcast clouds
466,Lander,US,42.833,-108.7307,50.11,89,75,3.44,broken clouds
467,Miyang,CN,24.4042,103.4428,60.71,93,100,4.14,overcast clouds
468,Vao,NC,-22.6667,167.4833,69.48,60,100,15.23,overcast clouds
469,Jalostotitlan,MX,21.2,-102.4667,63.59,57,23,3.53,few clouds
470,Awbari,LY,26.5921,12.7805,89.37,9,0,8.59,clear sky
471,Ribnica,SI,45.7386,14.7275,53.62,72,10,11.86,clear sky
472,Alpena,US,45.0617,-83.4327,68.14,93,90,3.0,overcast clouds
473,Bereda,ES,43.2686,-7.5406,68.0,79,84,7.85,broken clouds
474,Port-Gentil,GA,-0.7193,8.7815,78.76,89,90,12.66,light rain
475,Puerto Escondido,MX,15.85,-97.0667,85.69,59,99,2.48,overcast clouds
476,Koutsouras,GR,35.0339,25.9469,75.11,74,0,6.2,clear sky
477,Prince Albert,CA,53.2001,-105.7677,33.75,93,20,0.0,mist
478,Balkanabat,TM,39.5108,54.3671,57.78,24,1,5.37,clear sky
479,Hay River,CA,60.8156,-115.7999,40.98,75,75,9.22,light rain
480,Kindia,GN,10.0569,-12.8658,81.9,72,96,1.57,overcast clouds
481,Ternate,ID,0.8,127.4,81.09,80,100,2.35,overcast clouds
482,Noshiro,JP,40.2039,140.0242,57.45,82,27,8.08,scattered clouds
483,Creteil,FR,48.7833,2.4667,66.38,59,0,9.22,clear sky
484,Broome,US,42.2506,-75.833,65.19,67,90,4.0,overcast clouds
485,Vanavara,RU,60.34,102.2797,37.27,96,100,15.88,light rain
486,Belmonte,BR,-15.8631,-38.8828,75.2,72,96,11.39,overcast clouds
487,Marzuq,YE,14.4,46.4667,75.72,61,95,5.75,overcast clouds
488,Panaba,MX,21.2833,-88.2667,89.4,55,95,5.7,overcast clouds
489,Poshekhonye,RU,58.4993,39.1353,46.11,75,100,8.21,overcast clouds
490,Ahipara,NZ,-35.1667,173.1667,55.6,68,82,11.86,broken clouds
491,Nantucket,US,41.2835,-70.0995,65.61,81,99,21.9,overcast clouds
492,Qasigiannguit,GL,68.8193,-51.1922,24.64,65,100,3.29,overcast clouds
493,Burnie,AU,-41.0667,145.9167,45.95,75,14,12.01,few clouds
494,Sao Filipe,CV,14.8961,-24.4956,81.3,75,18,6.64,few clouds
495,Quatre Cocos,MU,-20.2078,57.7625,73.51,78,45,18.28,light rain
496,Zeerust,ZA,-25.5369,26.0751,85.01,12,0,7.67,clear sky
497,Mpophomeni,ZA,-29.5682,30.1862,56.3,90,89,6.71,light rain
498,Jawhar,SO,2.7809,45.5005,80.01,73,43,15.7,scattered clouds
499,Hofn,IS,64.2539,-15.2082,47.75,84,100,2.82,overcast clouds
500,Walvis Bay,NA,-22.9575,14.5053,72.55,46,0,11.5,clear sky
501,Fortuna,US,40.5982,-124.1573,48.97,34,20,2.84,few clouds
502,Kirakira,SB,-10.4544,161.9205,78.42,84,99,2.73,overcast clouds
503,Anyang,CN,36.0994,114.3289,63.19,89,97,4.97,light rain
504,Tokur,RU,53.1333,132.9,32.04,99,100,2.98,light snow
505,Weinan,CN,34.5036,109.5089,53.29,84,100,6.29,light rain
506,Tarko-Sale,RU,64.9225,77.785,29.77,94,100,23.38,light snow
507,Noyabrsk,RU,63.1994,75.4507,30.06,78,91,25.28,overcast clouds
508,Batagay,RU,67.6333,134.6333,26.04,74,100,6.24,overcast clouds
509,Inhambane,MZ,-23.865,35.3833,77.0,69,0,18.01,clear sky
510,Gravdal,NO,68.1214,13.5031,50.59,94,100,13.33,moderate rain
511,Ninghai,CN,29.2892,121.4247,76.68,92,92,2.86,overcast clouds
512,Victoria,HK,22.2855,114.1577,80.58,94,100,1.01,heavy intensity rain
513,Itarema,BR,-2.9248,-39.9167,88.45,58,51,19.6,broken clouds
514,Bensonville,LR,6.4461,-10.6125,83.75,73,95,8.12,overcast clouds
515,Atar,MR,20.5169,-13.0499,105.85,15,98,13.8,overcast clouds
516,Antofagasta,CL,-23.65,-70.4,60.08,66,8,10.04,clear sky
517,Muisne,EC,0.6,-80.0333,77.11,79,100,8.66,overcast clouds
518,Mpongwe,ZM,-13.5091,28.155,89.56,19,83,8.32,broken clouds
519,Yaroslavl,RU,57.6299,39.8737,46.2,66,0,6.71,clear sky
520,Sioux Lookout,CA,50.1001,-91.917,59.38,94,90,4.61,mist
521,Waipawa,NZ,-41.4122,175.5153,51.46,90,89,10.69,overcast clouds
522,Belm,DE,52.3,8.1333,59.58,70,15,7.38,few clouds
523,Saint-Pierre,RE,-21.3393,55.4781,73.08,77,90,17.27,light rain
524,Curup,ID,-3.4667,102.5333,69.49,98,57,1.54,broken clouds
525,Destin,US,30.3935,-86.4958,82.96,68,1,3.0,clear sky
526,Fairbanks,US,64.8378,-147.7164,37.31,91,90,0.0,light snow
527,Turochak,RU,52.2576,87.1224,38.08,80,10,1.52,clear sky
528,Ouadda,CF,8.0777,22.4007,79.54,73,100,2.68,overcast clouds
529,Jinan,CN,36.6683,116.9972,62.74,86,100,5.53,light rain
530,Nishihara,JP,26.1842,127.7558,81.68,78,20,10.36,light rain
531,Te Anau,NZ,-45.4167,167.7167,39.72,91,23,0.98,few clouds
532,Susangerd,IR,31.5608,48.1831,93.22,6,0,12.5,clear sky
533,Thinadhoo,MV,0.5333,72.9333,84.02,69,100,9.73,overcast clouds
534,Patacamaya,BO,-17.2333,-67.9167,59.92,41,100,9.84,overcast clouds
535,Touros,BR,-5.1989,-35.4608,88.7,57,78,16.58,broken clouds
536,Teya,RU,60.3778,92.6267,34.68,81,96,15.01,overcast clouds
537,Lima,PE,-12.0432,-77.0282,71.91,77,90,3.44,mist
538,Sangin,AF,32.0728,64.8359,71.47,19,0,11.01,clear sky
539,Ghogha,IN,21.6833,72.2833,85.78,71,69,12.53,broken clouds
540,Miquelon,PM,47.0975,-56.3814,50.14,60,7,24.25,clear sky
541,Huejuquilla El Alto,MX,22.6,-103.8667,70.72,40,10,2.39,clear sky
542,Pietersburg,ZA,-23.9045,29.4688,85.05,26,46,9.22,scattered clouds
543,San Roque,ES,36.2107,-5.3842,74.21,78,20,12.66,few clouds
544,Charters Towers,AU,-20.1,146.2667,67.51,86,7,10.07,clear sky
545,Jingdezhen,CN,29.2947,117.2079,75.51,81,100,4.36,light rain
546,Kenai,US,60.5544,-151.2583,43.09,89,75,3.44,light rain
547,Tselinnoye,RU,53.0833,85.6667,41.4,69,15,11.65,few clouds
548,Copperas Cove,US,31.1241,-97.9031,79.56,68,1,10.36,clear sky
549,Svetlyy,RU,54.675,20.1347,50.05,49,100,3.44,overcast clouds
550,Marienburg,PL,54.0359,19.0266,53.26,48,98,5.1,overcast clouds
551,Naifaru,MV,5.4444,73.3657,82.67,79,100,13.71,overcast clouds
552,Louis Trichardt,ZA,-23.0439,29.9032,83.43,31,19,4.14,few clouds
553,Paraiso,CR,9.8383,-83.8656,78.89,57,75,4.36,broken clouds
554,Baykit,RU,61.67,96.37,36.57,83,100,13.76,light rain
555,Sanguem,IN,15.2333,74.1667,80.08,94,93,1.99,overcast clouds
556,Koungou,YT,-12.7336,45.2042,80.31,69,20,4.61,few clouds
557,Bestobe,KZ,52.4994,73.0975,43.75,52,2,6.13,clear sky
558,Concordia,AR,-31.393,-58.0209,68.07,60,75,14.97,broken clouds
559,Ondjiva,AO,-17.0667,15.7333,98.64,13,20,6.91,few clouds
560,Moundou,TD,8.5667,16.0833,95.23,66,20,0.0,few clouds
561,Ixtapa,MX,20.7,-105.2,88.23,73,100,1.01,overcast clouds
562,Pemba,MZ,-12.974,40.5178,79.5,83,20,15.99,few clouds
563,Sergeyevka,KZ,53.88,67.4158,43.03,73,36,6.96,scattered clouds
564,Djibo,BF,14.1022,-1.6306,101.77,10,29,10.13,scattered clouds
565,Oranjemund,NA,-28.55,16.4333,61.7,72,16,23.2,few clouds
566,Nambucca Heads,AU,-30.65,153.0,64.4,92,8,3.78,clear sky
567,Eureka,US,40.8021,-124.1637,49.24,90,26,3.36,scattered clouds
568,Great Malvern,GB,52.1116,-2.3252,65.28,84,95,1.99,overcast clouds
569,Findlay,US,41.0442,-83.6499,75.4,73,1,3.44,clear sky
570,Campbell River,CA,50.0163,-125.2446,49.53,96,90,5.01,mist
571,Canico,PT,32.6333,-16.85,78.71,67,40,16.11,scattered clouds
572,Sheboygan,US,43.7333,-87.9334,67.82,94,90,0.0,mist
573,Saint George,US,37.1041,-113.5841,61.54,93,90,3.44,mist
574,College,US,64.8569,-147.8028,37.29,92,90,0.0,light snow
575,Gibsons,CA,49.3997,-123.5027,51.01,88,100,8.43,overcast clouds
576,Kyshtovka,RU,56.555,76.6271,41.04,76,100,6.29,overcast clouds
577,Palmer,US,42.1584,-72.3287,63.99,71,90,4.0,overcast clouds
578,Camacha,PT,33.0833,-16.3333,72.36,64,40,14.97,scattered clouds
579,Naze,JP,28.3667,129.4833,76.26,84,23,20.71,few clouds
580,Joshimath,IN,30.5667,79.5667,61.12,70,9,3.89,clear sky
581,Killybegs,IE,54.6333,-8.45,58.71,83,0,8.16,clear sky
582,Sutton,GB,51.35,-0.2,65.89,73,40,3.44,scattered clouds
583,Biltine,TD,14.5333,20.9167,97.2,13,100,6.42,overcast clouds
584,Abu Samrah,SY,35.3029,37.1841,80.15,19,0,5.23,clear sky
585,Goundam,ML,16.4145,-3.6708,103.08,6,44,9.93,scattered clouds
586,Matara,LK,5.9485,80.5353,79.84,85,98,10.78,overcast clouds
587,Assis,BR,-22.6617,-50.4122,84.06,44,90,7.2,light rain
588,Timizart,DZ,36.8,4.2667,68.65,52,0,7.74,clear sky
589,Kudahuvadhoo,MV,2.6708,72.8944,83.48,75,83,11.21,broken clouds
590,Nioro,GM,13.35,-15.75,88.9,61,88,8.61,overcast clouds
591,Abonnema,NG,4.7084,6.7931,80.44,80,100,10.31,overcast clouds
592,Ugoofaaru,MV,5.6667,73.0,82.63,79,100,13.11,overcast clouds
593,Haimen,CN,23.1935,116.6142,82.29,78,100,22.3,light rain
594,Champerico,GT,14.3,-91.9167,89.35,76,98,9.51,overcast clouds
595,Soyo,AO,-6.1349,12.3689,80.65,77,76,11.32,broken clouds
596,Grand-Santi,GF,4.25,-54.3833,96.28,36,62,4.68,broken clouds
597,Pisz,PL,53.6274,21.8125,52.05,59,53,4.65,broken clouds
598,Baishishan,CN,43.5833,127.5667,58.96,99,100,4.74,light rain
599,Soria,ES,41.6667,-2.6667,69.01,30,70,6.22,broken clouds
600,Myaundzha,RU,63.0494,147.1858,4.46,91,25,0.72,scattered clouds
601,Grindavik,IS,63.8424,-22.4338,48.15,87,90,13.8,overcast clouds
602,Ajdabiya,LY,30.7554,20.2263,80.78,32,0,9.1,clear sky
603,Muravlenko,RU,63.7898,74.523,28.45,87,85,28.16,overcast clouds
604,Zalantun,CN,48.0,122.7167,51.35,55,70,17.09,broken clouds
605,Beberibe,BR,-4.1797,-38.1306,90.16,59,73,14.0,broken clouds
606,Jining,CN,35.405,116.5814,64.38,89,97,7.02,light rain
607,Canton,CN,23.1167,113.25,76.95,90,100,11.72,moderate rain
608,Yeppoon,AU,-23.1333,150.7333,67.78,85,4,8.84,clear sky
609,Bayeux,BR,-7.125,-34.9322,86.63,58,75,13.8,broken clouds
610,Bontang,ID,0.1333,117.5,79.74,87,77,7.38,broken clouds
611,Vila Praia De Ancora,PT,41.811,-8.8526,76.48,61,100,6.55,overcast clouds
612,Manono,CD,-7.3,27.4167,89.65,28,98,3.06,overcast clouds
613,Mala Tokmachka,UA,47.5356,35.8929,52.36,33,100,10.45,overcast clouds
614,Mitsamiouli,KM,-11.3847,43.2844,80.89,65,40,20.71,light rain
615,Stokmarknes,NO,68.5646,14.9108,51.49,90,100,7.52,overcast clouds
616,Muroto,JP,33.2833,134.15,76.91,72,13,17.07,few clouds
617,Srandakan,ID,-7.9386,110.2506,60.73,84,72,7.07,broken clouds
618,Maneadero,MX,31.7167,-116.5667,65.19,89,58,3.0,broken clouds
619,Valmiera,LV,57.5411,25.4275,49.41,57,100,4.23,overcast clouds
620,Yubari,JP,43.0378,141.9578,50.94,89,51,6.17,broken clouds
621,Tukrah,LY,32.5341,20.5791,76.91,62,0,10.76,clear sky
622,Valparaiso,CL,-33.0393,-71.6273,60.44,70,75,9.22,broken clouds
623,Kastamonu,TR,41.5,33.6667,54.03,86,22,5.3,few clouds
624,Salym,RU,60.0625,71.4789,37.6,75,100,7.45,overcast clouds
625,Maniitsoq,GL,65.4167,-52.9,33.57,45,94,11.48,overcast clouds
626,Pinsk,BY,52.1229,26.0951,43.48,63,4,6.51,clear sky
627,Iowa City,US,41.6611,-91.5302,77.29,71,82,1.01,broken clouds
628,Cayenne,GF,4.9333,-52.3333,89.64,73,75,3.0,broken clouds
629,Fare,PF,-16.7,-151.0167,77.38,71,1,4.52,clear sky
630,Turmalina,BR,-17.2856,-42.73,77.95,53,100,7.14,overcast clouds
631,Jalu,LY,29.0331,21.5482,86.49,19,0,6.2,clear sky
632,Pavlodar,KZ,52.3,76.95,37.2,93,0,6.71,clear sky
633,Takoradi,GH,4.8845,-1.7554,81.91,78,65,11.59,light rain
634,Ambilobe,MG,-13.2,49.05,77.18,59,78,6.73,broken clouds
635,Staraya Poltavka,RU,50.4772,46.4814,48.54,53,0,6.26,clear sky
636,Muli,MV,2.9167,73.5667,83.14,76,88,10.38,overcast clouds
637,Asosa,ET,10.0667,34.5333,63.81,92,100,2.39,light rain
638,Alegrete,BR,-29.7831,-55.7919,72.86,69,80,15.43,broken clouds
639,Pangody,RU,65.85,74.4859,29.5,85,100,17.85,overcast clouds
640,Fereydunshahr,IR,32.941,50.121,50.79,39,0,3.91,clear sky
641,Safaga,EG,26.7292,33.9365,85.95,54,0,13.67,clear sky
642,Panambi,BR,-28.2925,-53.5017,66.83,88,100,8.46,moderate rain
643,Acari,PE,-15.4311,-74.6158,72.21,69,66,9.24,broken clouds
644,Watertown,US,42.3709,-71.1828,64.35,69,75,5.01,broken clouds
645,Komsomolskiy,UZ,40.4272,71.7189,54.82,62,99,4.61,overcast clouds
646,Kaeo,NZ,-35.1,173.7833,53.33,90,53,6.91,broken clouds
647,Rabo De Peixe,PT,37.8,-25.5833,72.91,73,20,11.5,few clouds
648,Mikkeli,FI,61.6886,27.2723,52.14,100,90,6.91,overcast clouds
649,Talnakh,RU,69.4865,88.3972,13.95,90,86,14.76,overcast clouds
650,Murray Bridge,AU,-35.1167,139.2667,50.56,84,85,5.28,overcast clouds
651,Nowa Deba,PL,50.4297,21.7508,50.85,48,1,7.34,clear sky
652,Varkaus,FI,62.3153,27.873,53.71,94,45,5.82,scattered clouds
653,Vsetaty,CZ,50.2819,14.593,56.62,38,0,9.22,clear sky
654,Mirnyy,RU,62.5353,113.9611,34.41,96,100,13.69,light rain
655,Beisfjord,NO,68.3751,17.5988,50.25,93,100,6.58,overcast clouds
656,Palana,RU,59.1167,159.9667,30.72,75,20,6.15,few clouds
657,Puerto Carreno,CO,6.189,-67.4859,89.51,57,32,2.28,scattered clouds
658,Le Port,RE,-20.9373,55.2919,73.4,75,43,4.45,scattered clouds
659,Popondetta,PG,-8.7537,148.2534,72.32,96,39,3.18,scattered clouds
660,Constantine,DZ,36.365,6.6147,67.41,48,75,13.8,broken clouds
661,Harnosand,SE,62.6323,17.9379,55.42,98,94,5.86,overcast clouds
662,Wicklow,IE,53.0,-6.4167,61.02,97,100,2.33,overcast clouds
663,Kupang,ID,-10.1667,123.5833,77.76,81,43,6.53,scattered clouds
664,Puerto Ayacucho,VE,5.6639,-67.6236,88.9,59,36,1.97,scattered clouds
665,Goure,NE,13.9835,10.2704,99.01,10,87,7.81,overcast clouds
666,Batangafo,CF,7.3008,18.2833,83.05,78,100,3.09,light rain
667,Kokoda,PG,-8.8785,147.7407,73.11,95,66,0.94,broken clouds
668,Durban,ZA,-29.8579,31.0292,70.72,78,12,8.99,few clouds
669,Sampit,ID,-2.5333,112.95,76.26,95,81,3.38,broken clouds
670,Mareeba,AU,-17.0,145.4333,70.52,92,70,5.01,broken clouds
671,Bilma,NE,18.6853,12.9164,95.0,11,7,2.04,clear sky
672,Knoxville,US,35.9606,-83.9207,76.06,90,90,0.0,mist
673,Ayna,PE,-12.65,-73.9167,77.5,72,85,4.43,overcast clouds
674,Hambantota,LK,6.1241,81.1185,80.94,89,0,3.44,clear sky
675,Berlevag,NO,70.8578,29.0864,37.24,93,100,7.18,overcast clouds
676,Khrebtovaya,RU,56.7032,104.2494,38.23,85,100,12.01,overcast clouds
677,Tevaitoa,PF,-16.7833,-151.5,77.41,69,0,4.45,clear sky
678,Sangar,RU,63.9242,127.4739,28.9,98,100,8.66,snow
679,Brigantine,US,39.4101,-74.3646,72.01,82,100,17.96,overcast clouds
680,Vrangel,RU,42.7297,133.0839,62.31,80,99,10.36,overcast clouds
681,Darhan,MN,49.4867,105.9228,37.33,54,3,6.33,clear sky
682,Lubango,AO,-14.9172,13.4925,82.6,22,73,4.14,broken clouds
683,Klenovyy,UA,48.1193,39.4588,48.63,27,100,13.76,light rain
684,Lewiston,US,44.1003,-70.2148,60.24,77,90,5.75,overcast clouds
685,Crestview,US,30.7621,-86.5705,83.25,70,1,5.99,clear sky
686,Mildura,AU,-34.2,142.15,53.56,94,90,8.05,light rain
687,Skibbereen,IE,51.55,-9.2667,64.2,77,82,4.59,broken clouds
688,Miyoshi,JP,35.0833,137.0667,74.82,82,1,5.12,clear sky
689,Songea,TZ,-10.6833,35.65,81.75,42,20,8.05,few clouds
690,Fayaoue,NC,-20.65,166.5333,73.13,70,30,17.4,scattered clouds
691,Werda,BW,-25.2667,23.2833,82.67,6,2,14.76,clear sky
692,Bonthe,SL,7.5264,-12.505,83.28,72,93,12.82,overcast clouds
693,Bull Savanna,JM,17.8868,-77.5902,84.25,63,31,6.55,scattered clouds
694,Iskateley,RU,67.6803,53.1512,31.08,77,90,8.75,overcast clouds
695,Ilo,PE,-17.6394,-71.3375,61.66,88,90,8.05,overcast clouds
