City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Fortuna,US,2021-10-04 11:43:56,40.5982,-124.1573,51.66,69,90,0.0
271,Atasu,KZ,2021-10-04 11:43:57,48.6814,71.6433,37.92,53,100,15.41
272,Porto Novo,BJ,2021-10-04 11:43:57,6.4965,2.6036,87.62,69,64,7.54
273,Loding,NO,2021-10-04 11:43:58,67.3,14.75,60.71,51,0,6.91
274,Nouadhibou,MR,2021-10-04 11:43:58,20.931,-17.0347,84.18,37,2,20.71
275,Bendigo,AU,2021-10-04 11:43:59,-36.7667,144.2833,49.86,61,73,1.01
276,Barcelos,PT,2021-10-04 11:43:59,41.5388,-8.6151,67.84,63,62,6.46
277,Sudogda,RU,2021-10-04 11:44:00,55.9539,40.8629,50.68,61,98,4.79
278,Beringovskiy,RU,2021-10-04 11:44:00,63.05,179.3167,39.6,97,100,22.88
279,Kamina,CD,2021-10-04 11:44:01,-8.7386,24.9906,86.86,37,90,2.84
280,Svetlaya,RU,2021-10-04 11:44:01,46.5389,138.3297,48.16,77,86,5.82
281,Surt,LY,2021-10-04 11:44:02,31.2089,16.5887,82.72,43,0,10.42
282,Lerwick,GB,2021-10-04 11:44:02,60.1545,-1.1494,55.4,82,31,20.15
283,Roald,NO,2021-10-04 11:44:03,62.5833,6.1333,60.85,62,40,12.66
284,Lejanias,CO,2021-10-04 11:44:03,3.5251,-74.0216,72.73,75,51,2.8
285,Thompson,CA,2021-10-04 11:40:01,55.7435,-97.8558,44.76,76,1,8.05
286,Vangaindrano,MG,2021-10-04 11:44:04,-23.35,47.6,80.56,63,7,13.44
287,Epe,NG,2021-10-04 11:44:05,6.5841,3.9834,89.26,58,65,7.2
288,Kroya,ID,2021-10-04 11:44:05,-7.6331,109.2461,78.19,78,63,5.84
289,Dhrangadhra,IN,2021-10-04 11:44:06,22.9833,71.4667,91.38,51,13,8.57
290,Sambava,MG,2021-10-04 11:44:06,-14.2667,50.1667,78.1,69,49,10.8
291,Saint-Francois,FR,2021-10-04 11:44:07,46.4154,3.9054,58.44,72,0,3.44
292,Kiunga,PG,2021-10-04 11:44:07,-6.1219,141.2906,77.77,86,100,2.82
293,Chiredzi,ZW,2021-10-04 11:44:08,-21.05,31.6667,70.34,67,100,6.8
294,Dogondoutchi,NE,2021-10-04 11:44:08,13.6393,4.0287,97.65,28,1,6.17
295,Dingle,PH,2021-10-04 11:44:09,10.9995,122.6711,75.52,96,100,4.38
296,Mount Isa,AU,2021-10-04 11:44:09,-20.7333,139.5,82.17,14,1,11.5
297,Korla,CN,2021-10-04 11:44:10,41.7597,86.1469,58.41,37,98,9.33
298,Botwood,CA,2021-10-04 11:44:10,49.1499,-55.3482,49.89,85,100,2.77
299,Bulgan,MN,2021-10-04 11:44:11,48.8125,103.5347,34.14,68,14,2.57
300,Avera,US,2021-10-04 11:44:11,33.194,-82.5271,69.67,92,99,3.91
301,Shingu,JP,2021-10-04 11:44:12,33.7333,135.9833,69.55,88,2,2.77
302,Millinocket,US,2021-10-04 11:44:12,45.6573,-68.7098,49.41,94,40,0.0
303,Constitucion,CL,2021-10-04 11:40:56,-35.3333,-72.4167,48.09,70,0,8.21
304,Cockburn Town,TC,2021-10-04 11:40:58,21.4612,-71.1419,83.3,69,100,21.07
305,Rawson,AR,2021-10-04 11:44:13,-43.3002,-65.1023,53.24,45,5,16.87
306,Esperance,AU,2021-10-04 11:44:13,-33.8667,121.9,57.04,69,76,5.86
307,Los Cordobas,CO,2021-10-04 11:44:14,8.894,-76.3546,78.21,88,100,8.01
308,Santa Cruz,BO,2021-10-04 11:43:14,-17.8,-63.1667,60.85,67,75,25.32
309,Cuiluan,CN,2021-10-04 11:44:15,47.72,128.648,37.8,79,11,2.95
310,Jingdezhen,CN,2021-10-04 11:44:15,29.2947,117.2079,75.4,61,0,3.96
311,Nawabganj,BD,2021-10-04 11:44:16,24.5911,88.271,81.36,82,71,6.73
312,Alugan,PH,2021-10-04 11:44:16,12.2188,125.4808,79.48,90,100,12.71
313,Jumla,NP,2021-10-04 11:44:17,29.2747,82.1838,60.57,84,18,4.16
314,Yurimaguas,PE,2021-10-04 11:44:17,-5.9,-76.0833,76.82,78,94,1.03
315,Sisimiut,GL,2021-10-04 11:44:18,66.9395,-53.6735,34.74,69,100,3.98
316,Tigil,RU,2021-10-04 11:44:18,57.8,158.6667,38.28,97,100,12.06
317,Egvekinot,RU,2021-10-04 11:44:19,66.3167,-179.1667,27.55,97,100,8.28
318,Bejar,ES,2021-10-04 11:44:19,40.3864,-5.7634,61.57,37,52,4.65
319,Scottsbluff,US,2021-10-04 11:44:20,41.8666,-103.6672,48.63,65,1,5.75
320,Yumen,CN,2021-10-04 11:44:20,40.2833,97.2,54.57,26,49,23.71
321,Banda Aceh,ID,2021-10-04 11:44:21,5.5577,95.3222,81.52,78,37,13.11
322,Gazojak,TM,2021-10-04 11:44:21,41.1875,61.4036,67.03,18,12,15.21
323,Catamarca,AR,2021-10-04 11:40:45,-28.4696,-65.7852,59.77,53,0,9.06
324,Sitka,US,2021-10-04 11:44:22,57.0531,-135.33,35.49,87,1,3.44
325,Eagle Pass,US,2021-10-04 11:44:22,28.7091,-100.4995,74.26,77,100,3.51
326,Daru,PG,2021-10-04 11:44:23,-9.0763,143.2092,78.42,86,14,9.62
327,Kirakira,SB,2021-10-04 11:44:23,-10.4544,161.9205,79.56,84,44,4.34
328,Grand Gaube,MU,2021-10-04 11:44:24,-20.0064,57.6608,77.4,65,25,5.01
329,Saldanha,ZA,2021-10-04 11:44:25,-33.0117,17.9442,71.65,52,6,16.96
330,Eenhana,NA,2021-10-04 11:44:25,-17.4667,16.3333,89.35,11,4,6.62
331,Ngunguru,NZ,2021-10-04 11:44:26,-35.6167,174.5,57.16,93,80,3.71
332,Yambio,SS,2021-10-04 11:44:27,4.5721,28.3955,89.71,47,51,1.25
333,Paso De Carrasco,UY,2021-10-04 11:44:28,-34.8603,-56.0522,54.05,66,0,0.0
334,Bunia,CD,2021-10-04 11:44:28,1.5667,30.25,79.47,56,89,6.91
335,Karratha,AU,2021-10-04 11:44:29,-20.7377,116.8463,74.48,58,0,14.27
336,Holme,DK,2021-10-04 11:44:29,56.1138,10.1725,56.77,88,100,14.09
337,Port Pirie,AU,2021-10-04 11:44:30,-33.1833,138.0167,60.89,67,21,16.2
338,Bowen,AU,2021-10-04 11:44:30,-20.0167,148.2333,77.22,92,1,5.37
339,Mehamn,NO,2021-10-04 11:44:31,71.0357,27.8492,57.11,71,20,37.98
340,Urusha,RU,2021-10-04 11:44:31,54.05,122.9,31.35,74,5,3.04
341,San Patricio,US,2021-10-04 11:44:32,28.017,-97.5169,78.82,82,93,5.26
342,Yangjiang,CN,2021-10-04 11:44:32,21.85,111.9667,79.52,82,7,9.48
343,Gat,IL,2021-10-04 11:44:33,31.61,34.7642,87.4,41,0,13.76
344,Carnot,CF,2021-10-04 11:44:33,4.9409,15.8665,84.25,64,73,5.82
345,Sorland,NO,2021-10-04 11:44:34,67.667,12.6934,57.27,75,29,28.97
346,Norman Wells,CA,2021-10-04 11:42:30,65.282,-126.8329,32.04,100,90,21.85
347,Riyadh,SA,2021-10-04 11:42:51,24.6877,46.7219,100.54,14,19,14.05
348,Black River,JM,2021-10-04 11:44:35,18.0264,-77.8487,77.0,82,14,3.94
349,Preobrazheniye,RU,2021-10-04 11:44:35,42.9019,133.9064,56.34,74,100,6.2
350,Port-Gentil,GA,2021-10-04 11:44:36,-0.7193,8.7815,85.96,62,40,12.66
351,Flinders,AU,2021-10-04 11:44:37,-34.5833,150.8552,62.2,61,5,13.85
352,Lavrentiya,RU,2021-10-04 11:44:37,65.5833,-171.0,33.26,87,100,12.37
353,Guerrero Negro,MX,2021-10-04 11:44:38,27.9769,-114.0611,71.47,73,92,6.29
354,Awjilah,LY,2021-10-04 11:44:38,29.1081,21.2869,85.39,29,0,8.21
355,Abu Zabad,SD,2021-10-04 11:44:39,12.35,29.25,95.43,17,18,9.86
356,Khandyga,RU,2021-10-04 11:44:39,62.6667,135.6,27.68,81,13,2.06
357,Moen,NO,2021-10-04 11:44:40,69.1304,18.6123,62.87,67,75,9.22
358,Haines Junction,CA,2021-10-04 11:44:40,60.7522,-137.5108,33.75,75,100,3.44
359,Morondava,MG,2021-10-04 11:44:41,-20.2833,44.2833,80.87,68,9,13.6
360,Besikduzu,TR,2021-10-04 11:44:41,41.052,39.2284,66.09,72,34,11.86
361,Meulaboh,ID,2021-10-04 11:44:42,4.1363,96.1285,79.61,79,64,4.47
362,Magdagachi,RU,2021-10-04 11:44:42,53.45,125.8,31.55,76,7,3.4
363,Kolosovka,RU,2021-10-04 11:44:43,56.4678,73.611,34.66,75,100,10.89
364,Kailua,US,2021-10-04 11:44:43,21.4022,-157.7394,77.02,71,20,9.22
365,Sola,VU,2021-10-04 11:44:44,-13.8833,167.55,79.21,80,25,5.1
366,Kavieng,PG,2021-10-04 11:44:44,-2.5744,150.7967,82.08,74,97,3.42
367,Satulung,RO,2021-10-04 11:44:45,47.5667,23.4333,71.49,49,0,3.44
368,Bilibino,RU,2021-10-04 11:44:46,68.0546,166.4372,14.58,92,97,6.69
369,Baghdad,IQ,2021-10-04 11:40:54,33.3406,44.4009,93.11,24,0,14.97
370,Sidney,AU,2021-10-04 11:41:04,-33.8679,151.2073,66.31,45,0,3.0
371,San Jeronimo,PE,2021-10-04 11:44:46,-11.9472,-75.2829,52.47,62,67,1.05
372,Sawtell,AU,2021-10-04 11:44:46,-30.3833,153.1,73.72,51,0,6.91
373,Gabu,GW,2021-10-04 11:44:47,12.2833,-14.2167,89.26,62,98,2.93
374,Sosnovo-Ozerskoye,RU,2021-10-04 11:44:48,52.5249,111.5418,30.16,94,86,7.61
375,Boysun,UZ,2021-10-04 11:44:48,38.2061,67.1986,64.27,27,0,4.92
376,Sobolevo,RU,2021-10-04 11:44:49,54.4299,31.8996,56.12,57,42,10.2
377,Natal,BR,2021-10-04 11:42:26,-5.795,-35.2094,84.85,65,20,16.11
378,Chapais,CA,2021-10-04 11:44:49,49.7834,-74.8492,35.38,90,3,4.07
379,Iquique,CL,2021-10-04 11:43:58,-20.2208,-70.1431,59.04,66,8,0.92
380,Mount Barker,AU,2021-10-04 11:44:50,-35.0667,138.8667,53.11,88,47,14.41
381,Dudinka,RU,2021-10-04 11:44:50,69.4058,86.1778,30.72,98,100,14.2
382,Mumford,GH,2021-10-04 11:44:51,5.2618,-0.759,80.74,79,17,10.18
383,Amboasary,MG,2021-10-04 11:44:51,-25.0333,46.3833,82.24,57,50,15.19
384,Aguimes,ES,2021-10-04 11:44:52,27.9054,-15.4461,77.67,73,75,25.32
385,Humberto De Campos,BR,2021-10-04 11:44:52,-2.5983,-43.4611,86.97,60,98,13.87
386,Ankazoabo,MG,2021-10-04 11:44:53,-22.2833,44.5167,91.06,28,23,13.49
387,Bethel,US,2021-10-04 11:44:53,41.3712,-73.414,67.05,92,90,8.05
388,Svetlogorsk,BY,2021-10-04 11:44:54,52.6333,29.7333,57.06,45,86,12.39
389,Quatre Cocos,MU,2021-10-04 11:44:54,-20.2078,57.7625,77.11,76,36,11.32
390,Henties Bay,NA,2021-10-04 11:44:55,-22.116,14.2845,62.85,67,2,11.23
391,Noumea,NC,2021-10-04 11:44:56,-22.2763,166.4572,69.78,86,1,7.78
392,Pangnirtung,CA,2021-10-04 11:44:56,66.1451,-65.7125,30.2,86,75,0.0
393,Cururupu,BR,2021-10-04 11:44:56,-1.8283,-44.8683,85.03,65,87,9.66
394,Igarka,RU,2021-10-04 11:44:57,67.4667,86.5833,29.64,94,100,7.47
395,Bafoulabe,ML,2021-10-04 11:44:58,13.8065,-10.8321,91.81,49,89,5.28
396,Angoram,PG,2021-10-04 11:44:58,-4.0625,144.0661,74.21,99,83,2.17
397,Carballo,ES,2021-10-04 11:44:59,43.213,-8.691,66.07,77,96,7.92
398,Teya,RU,2021-10-04 11:44:59,60.3778,92.6267,33.78,89,100,1.74
399,Clyde River,CA,2021-10-04 11:45:00,70.4692,-68.5914,34.99,84,94,6.96
400,Macusani,PE,2021-10-04 11:45:00,-14.0833,-70.4333,40.37,55,27,2.77
401,Jacqueville,CI,2021-10-04 11:45:01,5.2052,-4.4146,84.11,83,54,6.42
402,Tuatapere,NZ,2021-10-04 11:45:01,-46.1333,167.6833,47.82,96,41,4.41
403,Cayenne,GF,2021-10-04 11:45:02,4.9333,-52.3333,85.08,74,20,7.0
404,Cuenca,EC,2021-10-04 11:41:06,-2.8833,-78.9833,53.73,100,75,2.3
405,Delvada,IN,2021-10-04 11:45:02,20.7667,71.0333,84.16,76,29,10.94
406,Andenes,NO,2021-10-04 11:45:04,69.3143,16.1194,58.98,67,0,14.97
407,Constanza,DE,2021-10-04 11:45:04,47.6603,9.1758,56.8,95,100,3.0
408,Fougamou,GA,2021-10-04 11:45:05,-1.2154,10.5838,87.03,66,98,3.31
409,Hailar,CN,2021-10-04 11:45:06,49.2,119.7,40.24,65,46,8.97
410,Antofagasta,CL,2021-10-04 11:45:06,-23.65,-70.4,56.48,73,57,2.86
411,Iki-Burul,RU,2021-10-04 11:45:07,45.8208,44.6472,53.94,84,100,15.64
412,Breytovo,RU,2021-10-04 11:45:07,58.2993,37.8617,50.85,63,38,8.52
413,Mandalgovi,MN,2021-10-04 11:45:08,45.7625,106.2708,41.68,40,54,9.66
414,Kikwit,CD,2021-10-04 11:45:09,-5.041,18.8162,88.97,49,79,4.18
415,Sungaipenuh,ID,2021-10-04 11:45:09,-2.0833,101.3833,66.87,98,100,1.48
416,Challakere,IN,2021-10-04 11:45:10,14.3167,76.65,87.44,51,94,3.42
417,Saint-Georges,GD,2021-10-04 11:45:10,12.0564,-61.7485,83.88,70,20,9.22
418,Hidrolandia,BR,2021-10-04 11:45:11,-4.4081,-40.4378,88.18,34,5,7.83
419,Palu,ID,2021-10-04 11:45:11,-0.8917,119.8707,75.54,99,99,3.49
420,Mahibadhoo,MV,2021-10-04 11:45:12,3.7833,72.9667,83.14,78,38,18.88
421,Troitsko-Pechorsk,RU,2021-10-04 11:45:12,62.7084,56.1964,41.5,64,36,3.94
422,Cumra,TR,2021-10-04 11:45:13,37.5732,32.7745,62.74,29,16,6.4
423,Montague,US,2021-10-04 11:45:13,42.5356,-72.5351,59.29,87,100,5.32
424,Balkhash,KZ,2021-10-04 11:45:14,46.844,74.9804,50.61,53,20,15.66
425,Ballina,AU,2021-10-04 11:45:14,-28.8667,153.5667,75.16,33,0,5.75
426,Namtsy,RU,2021-10-04 11:45:15,62.7161,129.6658,28.51,80,34,5.99
427,Oriximina,BR,2021-10-04 11:45:15,-1.7656,-55.8661,82.4,68,35,5.32
428,Damietta,EG,2021-10-04 11:45:16,31.4165,31.8133,80.49,59,0,12.53
429,Naliya,IN,2021-10-04 11:45:16,23.2667,68.8333,85.41,68,6,15.12
430,Port Macquarie,AU,2021-10-04 11:45:17,-31.4333,152.9167,71.56,42,1,9.4
431,Trincomalee,LK,2021-10-04 11:45:17,8.5711,81.2335,79.79,82,100,4.09
432,Ukiah,US,2021-10-04 11:45:02,39.1502,-123.2078,66.04,46,1,0.0
433,Lillooet,CA,2021-10-04 11:45:18,50.6856,-121.942,36.32,82,43,2.75
434,Teahupoo,PF,2021-10-04 11:45:18,-17.8333,-149.2667,71.56,74,9,10.31
435,Mocuba,MZ,2021-10-04 11:45:19,-16.8392,36.9856,102.74,17,19,10.18
436,Larsnes,NO,2021-10-04 11:45:20,62.2028,5.5773,59.68,71,45,21.07
437,Rohru,IN,2021-10-04 11:45:20,31.2167,77.75,65.82,77,4,3.74
438,Georgetown,MY,2021-10-04 11:42:53,5.4112,100.3354,85.98,75,20,3.0
439,Yerbogachen,RU,2021-10-04 11:45:21,61.2767,108.0108,33.4,80,90,5.66
440,Berezovyy,RU,2021-10-04 11:45:21,51.6667,135.7,36.72,70,60,1.66
441,Ende,ID,2021-10-04 11:45:22,-8.8432,121.6623,77.0,85,55,4.54
442,Kudahuvadhoo,MV,2021-10-04 11:45:22,2.6708,72.8944,83.34,76,78,18.57
443,Tual,ID,2021-10-04 11:45:23,-5.6667,132.75,81.97,67,55,9.06
444,Montepuez,MZ,2021-10-04 11:45:23,-13.1256,38.9997,94.75,21,7,6.13
445,Abu Kamal,SY,2021-10-04 11:45:24,34.4506,40.9171,86.47,23,0,12.93
446,Shadegan,IR,2021-10-04 11:45:24,30.6497,48.6647,111.11,7,0,10.54
447,San Cristobal,VE,2021-10-04 11:45:25,7.7669,-72.225,69.98,84,70,4.47
448,Rudnogorsk,RU,2021-10-04 11:45:25,57.2639,103.7519,28.31,97,79,2.35
449,Tres Arroyos,AR,2021-10-04 11:45:26,-38.3739,-60.2798,53.1,51,5,8.66
450,Isla Vista,US,2021-10-04 11:45:26,34.4133,-119.861,81.12,48,1,3.44
451,Sturgeon Bay,US,2021-10-04 11:41:05,44.8342,-87.377,62.96,100,90,8.05
452,Pingliang,CN,2021-10-04 11:45:27,35.5392,106.6861,49.23,84,100,12.41
453,Taoudenni,ML,2021-10-04 11:45:27,22.6783,-3.9836,106.61,7,3,8.7
454,Pavlodar,KZ,2021-10-04 11:44:00,52.3,76.95,39.0,70,40,8.95
455,Juba,SS,2021-10-04 11:45:28,4.8517,31.5825,91.72,44,27,2.86
456,Mar Del Plata,AR,2021-10-04 11:45:28,-38.0023,-57.5575,54.88,61,0,1.99
457,Rybnaya Sloboda,RU,2021-10-04 11:45:29,55.4613,50.1409,46.38,43,24,10.51
458,Oron,NG,2021-10-04 11:45:30,4.8256,8.2343,87.39,62,70,6.67
459,Portland,US,2021-10-04 11:45:30,45.5234,-122.6762,55.74,92,90,1.99
460,Tezu,IN,2021-10-04 11:45:31,27.9167,96.1667,75.74,97,45,2.06
461,Ilulissat,GL,2021-10-04 11:45:31,69.2167,-51.1,28.42,69,75,0.0
462,Ranong,TH,2021-10-04 11:45:32,9.9658,98.6348,78.73,82,71,5.84
463,Maceio,BR,2021-10-04 11:44:21,-9.6658,-35.7353,81.84,83,40,8.05
464,Hengelo,NL,2021-10-04 11:45:32,52.2658,6.7931,64.02,70,100,11.01
465,Rio Grande,BR,2021-10-04 11:45:33,-32.035,-52.0986,56.95,64,43,12.57
466,Kulhudhuffushi,MV,2021-10-04 11:45:33,6.6221,73.07,82.47,78,100,19.3
467,Talcahuano,CL,2021-10-04 11:45:15,-36.7167,-73.1167,40.68,93,0,6.91
468,Waddan,LY,2021-10-04 11:45:34,29.1614,16.139,88.7,22,0,2.42
469,Luganville,VU,2021-10-04 11:45:34,-15.5333,167.1667,77.95,84,7,2.75
470,Lagoa,PT,2021-10-04 11:45:35,39.05,-27.9833,70.86,85,85,9.26
471,Kabinda,CD,2021-10-04 11:45:35,-6.1333,24.4833,84.99,46,100,3.78
472,Tromso,NO,2021-10-04 11:40:43,69.6496,18.957,61.45,82,75,1.01
473,Glendive,US,2021-10-04 11:45:36,47.1053,-104.7125,47.82,36,1,3.44
474,Codrington,AU,2021-10-04 11:45:36,-38.2667,141.9667,50.14,83,91,25.14
475,Tourlaville,FR,2021-10-04 11:45:37,49.6383,-1.5664,63.82,67,40,17.27
476,Talara,PE,2021-10-04 11:45:37,-4.5772,-81.2719,64.78,82,85,14.25
477,Huntington,US,2021-10-04 11:45:38,38.4193,-82.4452,66.45,97,88,4.54
478,Pechenga,RU,2021-10-04 11:45:38,69.5259,31.1703,58.06,68,100,33.98
479,Bandarbeyla,SO,2021-10-04 11:45:39,9.4942,50.8122,84.42,67,52,29.04
480,Sandviken,SE,2021-10-04 11:45:39,60.6167,16.7667,59.2,83,100,6.17
481,Olga,RU,2021-10-04 11:45:40,43.7444,135.2892,47.79,78,68,5.88
482,Mattru,SL,2021-10-04 11:45:41,7.6244,-11.8332,88.57,64,30,1.72
483,Mae Ramat,TH,2021-10-04 11:45:41,16.984,98.5166,86.32,92,58,1.1
484,Kutina,HR,2021-10-04 11:45:42,45.475,16.7819,78.78,32,0,5.93
485,Port Lincoln,AU,2021-10-04 11:45:42,-34.7333,135.8667,52.83,73,34,12.15
486,Vestmannaeyjar,IS,2021-10-04 11:45:43,63.4427,-20.2734,43.79,70,20,23.02
487,Xinglongshan,CN,2021-10-04 11:45:43,43.9561,125.4661,53.92,44,20,2.24
488,Waipawa,NZ,2021-10-04 11:45:44,-41.4122,175.5153,51.46,98,100,6.31
489,Belmonte,BR,2021-10-04 11:45:44,-15.8631,-38.8828,79.3,63,37,11.21
490,La Ronge,CA,2021-10-04 11:45:45,55.1001,-105.2842,41.25,65,20,3.44
491,Nemuro,JP,2021-10-04 11:45:45,43.3236,145.575,57.45,92,100,3.69
492,Kanye,BW,2021-10-04 11:45:46,-24.9667,25.3327,78.93,7,0,6.64
493,Nuevo Progreso,MX,2021-10-04 11:45:47,23.1667,-97.95,75.6,84,93,6.31
494,Korcula,HR,2021-10-04 11:45:47,42.9622,17.1369,77.56,76,0,11.25
495,Neepawa,CA,2021-10-04 11:45:48,50.2289,-99.4664,45.81,37,9,2.59
496,Gorontalo,ID,2021-10-04 11:44:54,0.5412,123.0595,76.86,89,97,2.01
497,Yarada,IN,2021-10-04 11:45:48,17.65,83.2667,89.92,74,75,5.75
498,Opunake,NZ,2021-10-04 11:45:49,-39.4556,173.8583,58.33,94,83,8.61
499,Krasnogorsk,RU,2021-10-04 11:45:49,55.8225,37.3181,52.18,58,75,11.18
500,Springfield,US,2021-10-04 11:41:01,37.2153,-93.2982,59.92,95,1,1.01
501,Salinas,US,2021-10-04 11:45:50,36.6777,-121.6555,64.96,60,1,0.0
502,Pudozh,RU,2021-10-04 11:45:50,61.8099,36.5345,53.01,63,1,7.85
503,Tateyama,JP,2021-10-04 11:45:51,34.9833,139.8667,78.1,75,1,12.3
504,Takoradi,GH,2021-10-04 11:45:52,4.8845,-1.7554,82.06,75,22,9.01
505,Innisfail,AU,2021-10-04 11:45:33,-17.5333,146.0333,74.64,93,36,4.47
506,Seybaplaya,MX,2021-10-04 11:45:52,19.65,-90.6667,75.06,89,78,8.05
507,Saint-Louis,SN,2021-10-04 11:45:53,16.3333,-15.0,91.04,30,56,8.21
508,Alice Springs,AU,2021-10-04 11:45:53,-23.7,133.8833,71.15,18,0,8.05
509,Akureyri,IS,2021-10-04 11:45:54,65.6835,-18.0878,37.33,87,90,18.41
510,Nishihara,JP,2021-10-04 11:45:54,26.1842,127.7558,82.45,70,20,12.66
511,Kurkino,RU,2021-10-04 11:45:55,53.4257,38.6582,48.42,58,93,9.57
512,Yulara,AU,2021-10-04 11:45:55,-25.2406,130.9889,73.24,17,0,6.91
513,Leca Da Palmeira,PT,2021-10-04 11:45:56,41.191,-8.7003,68.09,75,40,10.36
514,Warri,NG,2021-10-04 11:45:56,5.5167,5.75,91.4,54,53,3.36
515,Dali,CN,2021-10-04 11:45:57,25.7,100.1833,63.25,88,47,4.34
516,Gayeri,BF,2021-10-04 11:45:57,12.6497,0.4931,95.67,34,5,6.33
517,Kodinsk,RU,2021-10-04 11:45:58,58.6881,99.1844,31.78,70,79,1.5
518,Liverpool,GB,2021-10-04 11:45:34,53.4106,-2.9779,59.68,77,75,7.0
519,Richards Bay,ZA,2021-10-04 11:45:58,-28.783,32.0377,66.6,71,97,5.97
520,Souillac,MU,2021-10-04 11:45:59,-20.5167,57.5167,77.38,73,75,12.66
521,Roma,US,2021-10-04 11:45:59,43.2128,-75.4557,62.89,94,90,6.91
522,Ipira,BR,2021-10-04 11:46:00,-12.1583,-39.7372,74.89,71,84,5.64
523,Belle Glade,US,2021-10-04 11:42:32,26.6845,-80.6676,78.98,74,85,5.01
524,Kabo,CF,2021-10-04 11:46:00,7.6994,18.629,74.82,86,100,7.43
525,Zhangye,CN,2021-10-04 11:46:01,38.9342,100.4517,56.77,32,100,4.94
526,Safford,US,2021-10-04 11:46:01,32.834,-109.7076,72.1,49,1,8.05
527,Yermakovskoye,RU,2021-10-04 11:46:02,53.2831,92.4003,37.49,60,63,2.04
528,La Macarena,CO,2021-10-04 11:46:03,2.1837,-73.7849,74.43,92,36,3.78
529,Paraiso,CR,2021-10-04 11:46:03,9.8383,-83.8656,65.95,89,94,2.19
530,Maningrida,AU,2021-10-04 11:46:04,-12.0667,134.2667,80.83,80,16,6.91
531,Tiarei,PF,2021-10-04 11:46:04,-17.5333,-149.3333,77.02,76,10,10.94
532,Conde,BR,2021-10-04 11:46:05,-7.2597,-34.9075,80.06,74,75,14.97
533,Imbituba,BR,2021-10-04 11:46:05,-28.24,-48.6703,66.09,93,100,14.43
534,Omsukchan,RU,2021-10-04 11:46:06,62.5333,155.8,19.9,93,100,11.34
535,Bernalillo,US,2021-10-04 11:46:06,35.05,-106.6673,64.02,53,20,11.5
536,Leiyang,CN,2021-10-04 11:46:07,26.4024,112.8591,89.24,45,40,3.4
537,Ajaccio,FR,2021-10-04 11:46:07,42.0,8.9167,80.76,42,75,8.05
538,Byron Bay,AU,2021-10-04 11:46:08,-28.65,153.6167,75.09,44,0,12.88
539,Kattivakkam,IN,2021-10-04 11:46:08,13.2167,80.3167,89.69,73,68,10.63
